id,final_d,emp_length_int,home_ownership_cat,annual_inc,income_cat,loan_amount,term_cat,application_type_cat,purpose_cat,interest_payment_cat,loan_condition_cat,interest_rate,grade,dti,total_pymnt,total_rec_prncp,recoveries,installment
3312,1102013,10,3,172000,2,20000,1,1,3,1,0,11.71,B,20,23286.32,20000,0,661.52
3313,1122014,4,1,24000,1,5000,1,1,4,1,0,7.51,A,25.75,5615.367167,5000,0,155.56
3314,1052013,0.5,1,28800,1,5500,1,1,9,1,0,6.03,A,23.08,5887.08,5500,0,167.4
3315,1042012,3,1,80000,1,12000,1,1,6,2,0,17.58,D,21.46,12840.28,12000,0,431.31
3316,1012014,0.5,1,75000,1,7000,1,1,10,1,0,8.9,A,7.28,7913.21,7000,0,222.28
3317,1122015,0.5,1,42000,1,2000,2,1,6,2,0,18.64,E,7.89,2534.05,1480.82,0,51.49
3318,1122015,10,3,160000,2,35000,2,1,6,2,0,20.89,F,12.11,46251.37,25599.39,0,944.71
3319,1032013,10,1,106000,2,35000,2,1,6,2,0,22.74,G,14.49,44812.25,35000.01,0,981.45
3320,1062012,2,1,80000,1,30750,1,1,7,2,1,18.25,D,23.16,8716.7,4741.5,917.72,1115.55
3321,1062013,4,3,118392,2,12000,2,1,2,1,0,8.9,A,9.75,13469.27,12000,0,248.52
3322,1082012,5,1,32000,1,5325,1,1,6,2,0,14.27,C,22.84,5841.85,5325,0,182.7
3323,1092013,5,3,122400,2,6800,1,1,2,1,0,10.65,B,24.02,7776.48,6800,0,221.5
3324,1062012,4,3,35004,1,8400,2,1,6,2,0,15.96,C,21.32,9152.32,8400,0,204.1
3325,1122014,4,1,110000,2,13000,1,1,6,1,0,8.9,A,8.27,14859.0899,13000,0,412.8
3326,1032013,6,2,34056,1,1500,1,1,7,1,0,10.65,B,22.62,1664.88,1500,0,48.86
3327,1122015,10,3,72000,1,30000,2,1,12,1,0,9.91,B,9.05,31166.52,23336.82,0,636.09
3328,1022014,3,3,37440,1,16950,2,1,6,2,1,13.49,C,20.8,10136.67,5960.31,0,389.93
3329,1102014,4,3,64800,1,6625,1,1,6,2,0,18.25,D,21.83,8649.030654,6625,0,240.35
3330,1102015,1,1,32712,1,8000,2,1,6,2,1,19.91,E,21.5,9722.85,5372.89,0,211.56
3331,1122012,6.05,1,37000,1,10000,1,1,6,1,0,12.42,B,21.79,11151.45,10000,0,334.16
3332,1062013,5,1,38000,1,19000,2,1,6,1,0,12.69,B,20.84,22363.15,19000.01,0,429.3
3333,1042012,3,1,48000,1,5000,1,1,3,1,0,11.71,B,0.88,5232.37,5000,0,165.38
3334,1052012,8,1,70000,1,35000,2,1,6,2,0,19.91,E,20.45,38396.3,35000,0,925.54
3335,1092012,1,1,59700,1,29850,1,1,6,2,0,18.25,D,8.36,33575.87,29850,0,1082.9
3336,1022014,6,3,75600,1,10675,1,1,6,1,0,6.62,A,10.11,11718.15033,10675,0,327.77
3337,1022014,3,3,37008,1,6650,2,1,6,2,0,18.25,D,17.12,8954.71,6650,0,169.78
3338,1092014,3,1,37076,1,12000,1,1,6,1,0,12.42,B,10.52,14424.25883,12000,0,400.99
3339,1032012,3,3,45000,1,4150,1,1,6,2,0,17.58,D,0.67,4328.15,4150,0,149.16
3340,1022014,2,3,57600,1,13650,1,1,4,2,1,16.29,D,17.25,10692.6,7146.39,360.55,481.86
3341,1122014,10,3,105000,2,5000,1,1,12,2,0,14.65,C,3.36,6207.032959,5000,0,172.48
3342,1062014,2,1,68962,1,15000,1,1,6,1,1,11.71,B,17.56,15287.89,12083.13,421.63,496.14
3343,1072014,4,1,45000,1,7200,1,1,1,1,1,10.65,B,16.83,7624.59,6275.38,128.27,234.53
3344,1122014,10,3,85000,1,24000,1,1,1,1,0,8.9,A,13.85,27432.386130000003,24000,0,762.08
3345,1062012,2,3,20000,1,6400,1,1,8,1,0,10.65,B,11.64,6768.75,6400,0,208.47
3346,1122014,2,3,84000,1,8000,1,1,4,2,0,17.27,D,8.87,10301.20283,8000,0,286.3
3347,1052012,1,3,72800,1,10600,2,1,2,2,1,16.77,D,13.04,1917.93,703.99,354.75,262.13
3348,1032012,2,1,40000,1,7000,1,1,5,2,1,13.49,C,14.4,1076.24,479.53,367.13,237.52
3349,1122014,2,3,35000,1,7500,1,1,6,1,0,7.9,A,15.77,8447.534594,7500,0,234.68
3350,1122014,3,1,30000,1,6000,1,1,5,1,0,11.71,B,5.32,7139.955709000001,6000,0,198.46
3351,1122014,6,1,30000,1,10775,1,1,6,1,0,10.65,B,18.64,12633.21388,10775,0,350.98
3352,1032012,0.5,1,80000,1,10000,1,1,4,2,0,15.27,C,13,10491.05,10000,0,347.98
3353,1122014,2,1,30000,1,2400,1,1,6,1,0,9.91,B,4.04,2782.995979,2400,0,77.34
3354,1122015,0.5,1,43500,1,6600,2,1,5,2,0,17.27,D,0.41,8065.34,4922.94,0,164.99
3355,1122014,10,3,83000,1,7500,1,1,7,1,0,8.9,A,21.41,8572.282622,7500,0,238.15
3356,1122014,0.5,1,80000,1,30000,1,1,5,1,0,6.62,A,8.37,33157.623289999996,30000,0,921.11
3357,1102013,2,3,115500,2,3200,1,1,9,2,0,16.29,D,9.82,3935.14,3200,0,112.97
3358,1042013,3,1,35000,1,8000,1,1,5,2,0,14.27,C,15.94,9306.4,8000,0,274.48
3359,1042012,6,1,38000,1,5000,1,1,4,2,1,18.25,D,15.82,1058.11,540.79,154.86,181.39
3360,1122014,10,3,267000,3,21000,1,1,3,1,0,12.69,B,8.87,25354.04165,21000,0,704.45
3361,1122015,10,3,34000,1,15000,2,1,7,1,0,12.69,B,4.62,16549.25,11462.89,0,338.93
3362,1122015,5,1,27000,1,13500,2,1,6,1,0,7.9,A,17.33,13338.21,10579.88,0,273.09
3363,1122014,10,2,37000,1,5000,1,1,6,1,0,7.9,A,12,5631.384652000001,5000,0,156.46
3364,1122015,4,3,79000,1,20000,2,1,6,2,0,16.77,D,9.6,24156.18,14950.16,0,494.59
3365,1052012,7,1,49000,1,7500,1,1,4,1,0,6.62,A,12.54,7732.27,7500,0,230.28
3366,1092014,6.05,3,60000,1,14125,1,1,6,2,0,13.49,C,24.78,17086.47406,14125,0,479.27
3367,1122014,10,3,120000,2,20000,1,1,1,1,0,10.65,B,8.28,23449.64385,20000,0,651.47
3368,1122015,10,3,67000,1,25000,2,1,6,1,0,12.42,B,13.34,27487.07,19177.17,0,561.44
3369,1062014,8,1,45000,1,17325,2,1,6,1,0,12.69,B,29.44,21848.258169999997,17325,0,391.46
3370,1042012,6.05,3,45780,1,14125,2,1,6,2,0,18.25,D,6.87,15167.76,14125,0,360.61
3371,1092014,2,3,85000,1,7000,1,1,3,1,0,12.69,B,19.28,8446.883389,7000,0,234.82
3372,1122015,3,3,150000,2,14000,2,1,12,1,0,8.9,A,14.02,14138.75,10899.93,0,289.94
3373,1122014,8,3,56000,1,12250,1,1,6,1,0,6.03,A,11.94,13421.73253,12250,0,372.84
3374,1122014,10,3,55000,1,5200,1,1,1,1,0,8.9,A,2.38,5959.732092,5200,0,165.12
3375,1082013,9,3,70000,1,35000,1,1,6,1,0,7.9,A,19.11,38492.5,35000,0,1095.16
3376,1052014,10,3,38000,1,7000,1,1,6,2,0,13.49,C,12.88,8489.585463,7000,0,237.52
3377,1042012,7,3,58000,1,18225,2,1,1,2,1,19.91,E,24.66,3012.74,927.25,605.19,481.94
3378,1072013,4,2,34440,1,12000,2,1,6,2,1,15.27,C,14.11,6283.19,3018.84,581.59,287.19
3379,1102014,3,1,43000,1,10000,1,1,1,2,0,13.49,C,24.89,12210.72602,10000,0,339.31
3380,1092014,5,3,22800,1,2000,1,1,7,1,0,7.51,A,20.68,2237.933505,2000,0,62.23
3381,1042014,0.5,1,211000,3,17400,2,1,6,2,0,22.35,F,17.64,25344.79751,17400,0,484.04
3382,1022013,2,3,62400,1,6000,1,1,8,1,0,6.03,A,11.65,6369.87,6000,0,182.62
3383,1052012,0.5,3,39600,1,5600,1,1,3,1,0,10.65,B,10.61,5880.23,5600,0,182.42
3384,1072013,4,3,88000,1,6000,1,1,7,1,0,9.91,B,14.95,6753.19,6000,0,193.35
3385,1042013,10,1,108000,2,32000,2,1,6,2,0,22.74,G,5.44,41477.77,32000,0,897.33
3386,1122014,2,1,72600,1,6000,1,1,4,1,0,7.51,A,15.6,6718.487443999999,6000,0,186.67
3387,1122014,8,1,15000,1,6000,1,1,6,1,0,6.03,A,13.04,6589.686828,6000,0,182.62
3388,1022012,9,3,156000,2,25000,1,1,6,1,0,7.9,A,13.59,25326.01,25000,0,782.26
3389,1022013,10,3,66000,1,20000,2,1,6,2,1,17.58,D,22.31,8005.69,3217.83,961.31,503.32
3390,1052012,4,3,85000,1,5000,1,1,6,2,0,14.27,C,10.6,5335.96,5000,0,171.55
3391,1022013,6,3,80000,1,7000,1,1,1,2,0,14.65,C,13.47,8062.41,7000,0,241.46
3392,1012013,1,1,34992,1,5000,1,1,4,1,0,10.65,B,1.89,5521.35,5000,0,162.87
3393,1122013,3,1,44400,1,15000,1,1,6,1,1,10.65,B,19.08,14308.33,11492.78,484.54,488.6
3394,1122014,3,3,63200,1,27250,1,1,1,1,0,8.9,A,23.41,31147.57524,27250,0,865.28
3395,1122014,3,3,65000,1,12000,1,1,6,1,0,9.91,B,19.61,13919.290930000001,12000,0,386.7
3396,1122014,10,3,47580,1,4000,1,1,6,1,0,6.62,A,1.13,4420.513239,4000,0,122.82
3397,1072013,10,3,66000,1,24000,2,1,6,1,1,12.69,B,6.2,10301.57,6006.42,0,542.28
3398,1122014,6,1,135000,2,14400,1,1,6,1,0,12.69,B,12.74,17383.64646,14400,0,483.05
3399,1122014,3,1,29500,1,6550,1,1,3,1,0,7.9,A,7.65,7377.489535,6550,0,204.96
3400,1122014,10,3,60000,1,7000,1,1,6,1,0,11.71,B,6.12,8332.899620999999,7000,0,231.54
3401,1032012,5,3,106320,2,12000,2,1,6,1,0,9.91,B,16.53,12388.8,12000,0,254.44
3402,1102014,3,1,40000,1,7500,1,1,10,1,0,12.69,B,1.44,9011.846258,7500,0,251.59
3403,1042014,4,3,28000,1,6250,1,1,4,2,1,17.27,D,13.76,6688.64,4764.18,211.37,223.68
3404,1032014,3,1,47000,1,3000,1,1,5,1,0,6.62,A,20.04,3297.4709559999997,3000,0,92.12
3405,1112014,0.5,1,24000,1,2500,1,1,6,1,0,11.71,B,2.8,2976.088852,2500,0,82.69
3406,1122011,9,1,71000,1,3000,1,1,6,1,0,10.65,B,13.62,3026.9,3000,0,97.72
3407,1122015,3,1,38400,1,6200,2,1,6,1,0,12.42,B,4.94,6813.85,4754.21,0,139.24
3408,1092013,8,3,70000,1,4800,1,1,7,1,1,8.9,A,10.03,3628.98,2776.61,280.36,152.42
3409,1062012,0.5,1,52000,1,26000,2,1,6,2,1,21.28,F,18.76,4951.38,1819.11,0,707.49
3410,1052013,2,1,75000,1,3700,1,1,6,1,0,6.03,A,5.89,3896.35,3700,0,112.62
3411,1072014,10,1,47000,1,15000,1,1,6,2,0,18.64,E,13.76,19610.77868,15000,0,547.12
3412,1022014,10,3,120000,2,12000,1,1,3,1,0,10.65,B,11.43,13918.2065,12000,0,390.88
3413,1072014,2,1,20400,1,1200,1,1,3,1,0,7.9,A,22.71,1349.143234,1200,0,37.55
3414,1122012,0.5,3,58000,1,15000,2,1,6,2,1,16.77,D,22.08,10248.67,2077.68,5800.59,370.94
3415,1122015,6,3,50000,1,6000,2,1,6,2,0,14.65,C,20.02,6941.83,4549.7,0,141.64
3416,1052012,5,1,46000,1,3000,1,1,6,1,0,11.71,B,7.98,3164.93,3000,0,99.23
3417,1122014,0.5,1,14400,1,1600,1,1,6,2,0,18.25,D,22.92,2087.992824,1600,0,58.05
3418,1042014,9,3,59000,1,6000,1,1,4,1,0,7.51,A,11,6686.4551950000005,6000,0,186.67
3419,1052013,10,3,101657,2,20000,2,1,6,2,1,21.28,F,11.24,10198.37,3455.5,948.54,544.23
3420,1042015,5,3,73000,1,25000,2,1,6,2,1,18.25,D,15.04,28076.88,14507.66,1968.3,638.25
3421,1122015,6.05,2,23000,1,6450,2,1,6,2,0,18.64,E,23.17,8118.9,4774.96,0,166.05
3422,1012014,10,3,130000,2,3000,1,1,9,2,0,17.58,D,12.58,3796.48,3000,0,107.83
3423,1122014,5,1,64000,1,6600,1,1,6,1,0,8.9,A,20.57,7543.349052,6600,0,209.58
3424,1022012,10,3,160000,2,14400,2,1,9,2,0,19.91,E,21.53,15111.8,14400,0,380.8
3425,1122013,1,1,30000,1,5200,1,1,6,2,0,15.96,C,11.72,6394.39,5200,0,182.72
3426,1122014,1,1,62000,1,7000,1,1,9,2,0,14.27,C,16.3,8642.936951,7000,0,240.17
3427,1092014,4,1,60000,1,12000,1,1,6,1,0,6.03,A,7.96,13163.14254,12000,0,365.23
3428,1082012,5,3,54000,1,20000,2,1,1,2,1,21.28,F,17,5938.71,1831.49,1042.62,544.23
3429,1122015,2,1,40000,1,12000,2,1,2,1,0,9.91,B,1.29,12466.48,9334.75,0,254.44
3430,1042013,10,3,75000,1,7200,1,1,11,1,0,6.03,A,21.92,7686.75,7200,0,219.14
3431,1012016,4,1,41658,1,25000,2,1,3,1,0,12.69,B,20.88,27666.81,19139.82,0,564.87
3432,1032014,5,1,100000,1,15000,1,1,6,2,0,13.49,C,15.55,18115.057409999998,15000,0,508.96
3433,1042013,1,1,75000,1,14300,2,1,6,2,1,20.89,F,10.93,6174.47,2493.05,0,385.98
3434,1122014,3,1,30000,1,10000,1,1,6,1,0,8.9,A,11.8,11429.78174,10000,0,317.54
3435,1062014,3,1,52800,1,6000,1,1,1,1,0,9.91,B,11.61,6935.201514,6000,0,193.35
3436,1102012,5,3,80000,1,20000,2,1,5,2,1,20.3,E,8.4,4029.33,1215.25,0,533.23
3437,1122013,10,2,31200,1,15000,1,1,5,1,0,6.03,A,14.54,16217.4,15000,0,456.54
3438,1062013,1,3,67000,1,29000,1,1,7,1,0,7.51,A,5.03,31647.51,29000,0,902.22
3439,1072014,5,3,41000,1,20800,2,1,6,1,0,10.65,B,14.66,25395.71792,20800,0,448.63
3440,1042013,10,3,78000,1,10000,1,1,6,2,1,14.27,C,4.52,7230.46,4187.17,1410.17,343.09
3441,1122015,6.05,1,55200,1,3500,2,1,2,1,0,8.9,A,21.76,3532.3,2723.41,0,72.49
3442,1122014,6,1,45000,1,3600,1,1,2,1,0,12.42,B,9.2,4329.015126,3600,0,120.3
3443,1052014,5,1,41000,1,15000,2,1,6,1,0,12.42,B,12.97,18746.99469,15000,0,336.86
3444,1012012,3,1,51000,1,16000,2,1,6,2,0,15.27,C,9.84,16404.64,16000,0,382.92
3445,1122014,7,3,131000,2,30000,1,1,6,2,0,18.25,D,9.11,39152.40077,30000,0,1088.34
3446,1052013,2,1,60000,1,13575,1,1,1,1,1,11.71,B,7.68,8505.35,6187.85,433.61,449.01
3447,1092012,4,2,70000,1,10000,2,1,6,2,0,17.58,D,15.09,11124.59,10000,0,251.66
3448,1122015,5,1,67000,1,35000,2,1,6,2,0,22.06,F,21.55,47454.29,25420.92,0,967.86
3449,1122015,2,2,57000,1,20000,2,1,6,2,0,14.27,C,17.35,22887.68,15169.12,0,468.17
3450,1112014,2,3,180000,2,12500,1,1,4,1,0,6.03,A,6.33,13695.531719999999,12500,0,380.45
3451,1122015,1,3,270000,3,35000,2,1,6,1,0,12.42,B,6.78,38500.45,26859.31,0,786.01
3452,1102014,10,1,102240,2,5000,1,1,4,2,0,19.03,E,22.61,6595.628046,5000,0,183.36
3453,1102012,5,1,65000,1,10000,1,1,6,2,0,14.27,C,15.58,11154.93,10000,0,343.09
3454,1082013,2,1,47000,1,3600,1,1,4,2,0,16.77,D,21.01,4404.76,3600,0,127.94
3455,1042013,0.5,1,30000,1,10000,1,1,1,2,1,15.27,C,10,4890.35,2649.48,421.88,347.98
3456,1052014,10,3,55684,1,5200,1,1,6,1,0,12.69,B,20.97,6226.46904,5200,0,174.44
3457,1062015,1,3,45000,1,18000,2,1,6,2,1,19.91,E,19.2,19982.4,10641.2,0,475.99
3458,1022014,1,1,70560,1,9600,1,1,1,1,0,7.9,A,16.13,10672.26,9600,0,300.39
3459,1012016,1,1,49000,1,15000,2,1,6,2,0,17.27,D,21.62,18356.07,11186.37,0,374.97
3460,1122014,8,1,30000,1,12000,1,1,6,1,0,12.42,B,20.28,14433.381319999999,12000,0,400.99
3461,1122015,6.05,2,22887,1,9400,2,1,7,1,0,10.65,B,18.93,9883.16,7251.26,0,202.75
3462,1022015,10,3,63919,1,12000,2,1,5,2,0,13.49,C,8.43,15909.469119999998,12000,0,276.06
3463,1122014,3,3,38000,1,6000,1,1,4,1,0,7.51,A,18.57,6718.702328,6000,0,186.67
3464,1122014,10,1,45000,1,10000,1,1,6,1,0,6.62,A,23.95,11052.905659999999,10000,0,307.04
3465,1072012,3,2,28080,1,3000,2,1,2,2,0,13.49,C,3.76,3253.49,3000,0,69.02
3466,1092014,10,3,185000,2,29275,2,1,7,2,0,21.67,F,4.35,43831.21395,29275,0,803.07
3467,1032015,3,3,125000,2,35000,2,1,6,1,1,12.42,B,10.3,34418.38,20855.22,2995.92,786.01
3468,1052015,5,3,80000,1,15600,2,1,6,2,1,19.03,E,5.88,17007.48,9270.5,68.72,404.94
3469,1052014,6.05,1,21600,1,10000,1,1,4,1,0,9.91,B,10.17,11544.32065,10000,0,322.25
3470,1122014,10,3,36000,1,6000,1,1,6,1,0,9.91,B,10.9,6959.299904,6000,0,193.35
3471,1042013,5,2,37500,1,4725,2,1,3,1,0,12.42,B,25.66,5469.8,4725,0,106.12
3472,1112014,6.05,1,8400,1,2000,1,1,1,1,0,10.65,B,18.43,2359.719596,2000,0,65.15
3473,1092012,5,3,42000,1,5400,1,1,6,1,0,6.03,A,17.34,5639.86,5400,0,164.36
3474,1042013,1,1,70000,1,16000,2,1,9,2,1,18.25,D,12.89,7304.36,2950.83,749.1,408.48
3475,1032014,2,3,36538,1,2500,1,1,12,1,0,6.62,A,7.26,2727.7000980000003,2500,0,76.76
3476,1122015,7,1,95000,1,24800,2,1,3,2,0,14.27,C,3.89,28391.13,18816.33,0,580.53
3477,1042013,9,3,90000,1,15000,1,1,4,1,0,7.9,A,9.95,16165.77,15000,0,469.36
3478,1122013,3,3,54000,1,15750,1,1,9,1,0,6.62,A,4.98,17234.85,15750,0,483.59
3479,1122014,6,2,42000,1,4800,1,1,6,1,0,8.9,A,6.74,5485.9781299999995,4800,0,152.42
3480,1092014,8,1,70000,1,16000,1,1,6,1,0,7.9,A,15.79,18017.73415,16000,0,500.65
3481,1092012,10,3,62000,1,24000,2,1,6,2,0,19.91,E,8.38,27799.63,24000,0,634.66
3482,1122014,2,1,180000,2,15000,1,1,12,1,0,12.42,B,4.15,18041.77416,15000.01,0,501.23
3483,1082014,2,1,65000,1,28000,1,1,6,1,0,7.9,A,6.79,31504.42076,28000,0,876.13
3484,1032013,3,2,30000,1,6000,1,1,6,1,0,7.9,A,5.84,6510.96,6000,0,187.75
3485,1122014,6,1,32000,1,8000,1,1,9,1,0,9.91,B,3.23,9279.17738,8000,0,257.8
3486,1012013,3,3,234000,3,20000,1,1,5,2,0,14.27,C,2.2,21776.07,20000,0,686.18
3487,1042014,10,3,60000,1,3000,1,1,7,1,0,8.9,A,16.38,3409.4937090000003,3000,0,95.26
3488,1092012,10,3,84000,1,20000,2,1,1,2,1,20.3,E,20.2,9164.11,1868.34,4388.62,533.23
3489,1122014,3,1,50000,1,16000,1,1,6,2,0,17.58,D,8.69,20695.30014,16000,0,575.08
3490,1032012,6.05,1,24000,1,2000,1,1,4,1,1,12.69,B,18.8,330.05,185.58,63.29,67.09
3491,1012013,1,3,75000,1,10000,1,1,3,1,0,6.62,A,26.61,10574.13,10000,0,307.04
3492,1022013,10,3,48000,1,12000,2,1,6,1,0,12.69,B,14.43,12937.59,11999.99,0,271.14
3493,1012016,10,2,204000,3,35000,2,1,12,2,0,19.91,E,15.36,45341.2,25759.46,0,925.54
3494,1082012,3,3,250000,3,35000,1,1,3,1,0,11.71,B,4.13,37777.17,35000,0,1157.66
3495,1072013,8,3,66362,1,25000,2,1,6,2,1,22.35,F,15.32,13908.18,5499.29,22.38,695.46
3496,1042013,5,1,82000,1,35000,2,1,3,2,1,20.3,E,9.15,16609.73,5758.76,1680.56,933.14
3497,1122015,3,3,94000,1,17100,2,1,1,2,0,14.27,C,15.03,19578.16,12969.17,0,400.29
3498,1062015,1,1,179000,2,20000,2,1,1,1,0,11.71,B,16.4,25909.03964,20000,0,441.97
3499,1092014,5,3,65000,1,12000,2,1,6,2,0,17.27,D,13.79,16715.49412,12000,0,299.98
3500,1122013,2,3,40000,1,10000,1,1,6,1,0,6.03,A,8.88,10858.13,10000,0,304.36
3501,1062015,6,3,48000,1,20000,2,1,7,1,0,11.71,B,11.8,25781.851319999998,20000,0,441.97
3502,1052013,4,1,48000,1,4500,1,1,6,1,0,11.71,B,6.35,5123.25,4500,0,148.85
3503,1122014,10,3,81100,1,3200,1,1,6,1,0,11.71,B,19.5,3808.06631,3200,0,105.85
3504,1122014,9,1,37947,1,14000,1,1,1,1,0,7.9,A,21.69,15768.96826,14000,0,438.07
3505,1122014,3,3,120000,2,21000,2,1,6,2,0,21.67,F,11.86,32138.27102,21000,0,576.07
3506,1122014,1,1,70000,1,20000,1,1,6,1,0,11.71,B,14.52,23808.60932,20000,0,661.52
3507,1022014,10,2,300000,3,20000,2,1,6,2,0,13.49,C,9.07,25032.3,20000,0,460.1
3508,1022014,4,3,86000,1,10800,1,1,6,1,0,12.42,B,11.41,12827.633109999999,10800,0,360.89
3509,1012013,3,1,32400,1,15875,2,1,3,2,1,17.58,D,22.74,5967.85,2359.06,775.65,399.51
3510,1032012,5,1,162000,2,14500,1,1,6,1,0,7.9,A,4.8,14867.97,14500,0,453.71
3511,1122014,4,3,53808,1,15000,1,1,6,1,0,11.71,B,18.84,17858.89292,15000,0,496.14
3512,1022014,10,3,67200,1,15000,1,1,3,2,0,14.27,C,11.11,18259.30544,15000,0,514.64
3513,1122015,10,1,70000,1,16000,2,1,1,1,0,12.69,B,20.16,21479.95,16000,0,361.52
3514,1102013,7,3,47500,1,12000,1,1,6,1,0,9.91,B,14.15,13643.63,12000,0,386.7
3515,1112012,5,3,190000,2,4000,1,1,4,1,0,6.62,A,21.08,4182.27,4000,0,122.82
3516,1122015,10,1,55000,1,28000,2,1,6,2,0,20.3,E,12.76,36546.69,20550.19,0,746.52
3517,1122014,7,3,37980,1,3500,1,1,8,1,0,6.03,A,4.96,3834.6270270000005,3500,0,106.53
3518,1122014,0.5,1,38000,1,12000,1,1,6,1,0,6.62,A,13.99,13261.44212,12000,0,368.45
3519,1092013,4,1,53000,1,6800,1,1,8,1,0,9.91,B,2.99,7706.03,6800,0,219.13
3520,1012016,10,3,110000,2,35000,2,1,3,2,0,19.42,E,11.15,44864.68,25827.58,0,916.03
3521,1032014,4,3,96000,1,10925,1,1,6,1,0,12.69,B,20.96,13054.18957,10925,0,366.48
3522,1012015,10,3,60000,1,8650,1,1,4,1,0,8.9,A,23.26,9887.489966,8650,0,274.67
3523,1112013,5,1,59000,1,3500,1,1,9,1,0,8.9,A,9.17,3938.25,3500,0,111.14
3524,1102014,7,3,90000,1,35000,1,1,6,1,0,10.65,B,17.41,41033.67597,35000,0,1140.07
3525,1092014,6,3,200000,2,15000,2,1,8,1,0,10.65,B,4.43,17737.69382,15000,0,323.53
3526,1062014,3,2,13200,1,4950,1,1,6,1,0,7.9,A,15.36,5560.286725999999,4950,0,154.89
3527,1022013,10,1,90000,1,10000,1,1,3,2,1,14.27,C,11.43,5186.35,3313.39,384.03,343.09
3528,1062012,4,1,66000,1,10000,1,1,6,1,0,7.9,A,19.42,10426.4,10000,0,312.91
3529,1092014,6,1,33000,1,4800,1,1,4,1,0,12.69,B,4.22,5789.469928,4800,0,161.02
3530,1122014,10,3,78000,1,3200,1,1,6,2,0,13.49,C,15.26,3904.960816,3200,0,108.58
3531,1122015,3,3,50000,1,10575,2,1,6,1,0,11.71,B,22.81,11434.34,8138.43,0,233.69
3532,1022012,5,3,34800,1,3000,1,1,12,1,0,9.91,B,14.17,3072.71,3000,0,96.68
3533,1052012,3,1,19200,1,2850,1,1,6,2,0,15.27,C,18.75,3055.98,2850,0,99.18
3534,1122014,10,3,195000,2,6000,1,1,11,2,0,14.27,C,16.47,7407.119539,6000,0,205.86
3535,1122014,10,3,67000,1,2500,1,1,6,1,0,11.71,B,17.3,2974.970054,2500,0,82.69
3536,1052013,3,3,133000,2,15000,1,1,1,2,0,16.77,D,1.38,18023.07,15000,0,533.08
3537,1122012,10,1,74400,1,12500,2,1,6,2,0,17.58,D,14.44,14709.41,12500,0,314.57
3538,1042013,10,1,72000,1,14000,1,1,1,1,0,7.9,A,19.63,15099.02,14000,0,438.07
3539,1052013,1,1,40000,1,3700,1,1,6,2,0,15.96,C,14.34,4407.66,3700,0,130.01
3540,1112012,0.5,1,18000,1,3000,1,1,10,1,0,7.9,A,4.33,3101.46,3000,0,93.88
3541,1122014,8,3,70000,1,1800,1,1,6,2,0,14.65,C,16.15,2234.77613,1800,0,62.09
3542,1102013,0.5,1,35000,1,5000,1,1,6,1,0,8.9,A,8.16,5611.6,5000,0,158.77
3543,1052014,2,1,88000,1,13600,1,1,6,1,0,7.9,A,10.42,15260.38563,13600,0,425.55
3544,1062013,10,3,87600,1,32875,2,1,6,2,0,19.42,E,23.73,41968.74,32874.99,0,860.42
3545,1122014,3,1,78000,1,10000,1,1,6,1,0,12.42,B,2.37,12027.48134,10000,0,334.16
3546,1072013,3,1,84000,1,20000,2,1,6,2,0,13.49,C,19.66,23944.3,19999.99,0,460.1
3547,1012013,2,3,72000,1,21100,1,1,6,1,0,8.9,A,19.2,22932.82,21100,0,670
3548,1122014,2,1,42000,1,12000,1,1,6,1,0,10.65,B,15.29,14069.51733,12000,0,390.88
3549,1112014,6,3,133000,2,20000,2,1,6,1,0,10.65,B,20.92,24845.074419999997,20000,0,431.37
3550,1052012,8,2,85000,1,10000,1,1,6,1,0,6.62,A,12.3,10309.65,10000,0,307.04
3551,1082014,3,3,106000,2,24000,2,1,3,2,0,17.27,D,6.6,33119.72119,24000,0,599.96
3552,1022012,10,1,50000,1,15000,1,1,6,1,0,6.03,A,6.6,15220.78,15000,0,456.54
3553,1122014,3,1,38400,1,5000,1,1,6,2,0,13.49,C,15.19,6105.728305,5000,0,169.66
3554,1072013,6,1,40000,1,8000,1,1,6,2,1,16.77,D,19.89,5676.4,3942.25,0,284.31
3555,1062013,10,3,98000,1,16000,1,1,7,1,0,6.03,A,17.11,17168.49,16000,0,486.97
3556,1122014,10,1,79000,1,21000,1,1,7,1,0,7.9,A,10.15,23653.161219999998,21000,0,657.1
3557,1042012,10,3,300000,3,4000,1,1,6,1,0,10.65,B,13.63,4169.04,4000,0,130.3
3558,1102012,10,3,120000,2,4400,1,1,1,1,0,11.71,B,18.07,4750.02,4400,0,145.54
3559,1122014,0.5,1,100000,1,12000,2,1,6,2,1,13.49,C,20.88,11556.39,6417.13,1368.36,276.06
3560,1032014,0.5,3,57500,1,15000,1,1,5,1,0,6.03,A,0.96,16353.33764,15000,0,456.54
3561,1092014,0.5,1,50000,1,7000,1,1,6,2,0,14.65,C,11.28,8684.013862,7000,0,241.46
3562,1122015,9,1,19200,1,4000,2,1,2,2,0,15.27,C,7.13,4672.14,3012.98,0,95.73
3563,1112012,8,3,29000,1,7750,1,1,1,1,0,12.69,B,13.94,8603.23,7750,0,259.98
3564,1122013,6,3,55000,1,11500,1,1,6,1,0,8.9,A,18.52,12971.51,11500,0,365.17
3565,1092014,10,3,45000,1,22750,2,1,6,2,0,17.58,D,16.93,31889.191319999998,22750,0,572.52
